,0
0,CTSC
1,ALG2
2,HR
3,STXBP5L
4,MCM4
5,PCYT2
6,BMP2K
7,WDHD1
8,ELOF1
9,NPTN
10,AHR
11,WDR44
12,GAK
13,CHL1
14,TWIST1
15,RGL1
16,PEG10
17,GPHN
18,PPP1R12B
19,RAB5C
20,PACS2
21,MALAT1
22,ESCO2
23,NBEA
24,NEFL
25,COTL1
26,MYOF
27,PIP4K2A
28,DLGAP5
29,KLHDC8A
30,POLRMT
31,CERS6
32,NT5E
33,TNS3
34,MGAT5
35,PEX1
36,GAS7
37,MRI1
38,CERS2
39,UPP1
40,GCDH
41,SLC25A25
42,TSHZ2
43,MAP3K20
44,TMEM135
45,NFATC2
46,NLGN1
47,STARD13
48,HMGA2
49,PTPRG
50,TRPS1
51,NF2
52,PLD3
53,GINM1
54,ATCAY
55,SGCD
56,CDKL5
57,MEF2D
58,EGFR
59,APBB2
60,AC099850.2
61,PLK2
62,VSIG10
63,FIGN
64,ODC1
65,ADGRL1
66,CLMP
67,PRKCA
68,CRYBG1
69,ZMYND11
70,ZC3H7A
71,LRIG1
72,RRM2
73,TPX2
74,GNG12
75,MBNL1
76,CCDC50
77,SLC24A2
78,PSD3
79,NME4
80,RNF10
81,CCT2
82,SHCBP1
83,COBL
84,ECT2
85,ATP5O
86,BHLHE40
87,DOCK10
88,YBX3
89,PDGFRA
90,ATP5J2
91,TEX2
92,ANKRD28
93,SLC2A10
94,TYMS
95,AQP1
96,POP5
97,EMC3
98,DDIT3
99,MAPT
100,RAI1
101,NCOA3
102,CYP1B1
103,DUSP6
104,KCNN3
105,ANGPTL2
106,FNBP1
107,CADM2
108,CENPE
109,TXNIP
110,VGF
111,ANKS1A
112,PODXL
113,LEF1
114,TAF3
115,NLRP1
116,RALGAPA2
117,RAPH1
118,PTK2
119,SSPN
120,TNFRSF12A
121,ARL4C
122,MAP1A
123,SEL1L3
124,MELTF
125,PMP22
126,HIST1H4C
127,STK32B
128,ABCA2
129,VPS4B
130,RAB3B
131,NUCKS1
132,BUB1
133,HOMER1
134,TMEM189
135,HSPA4
136,LGALS1
137,KIF14
138,CD44
139,ADAMTS9
140,TSPAN11
141,VCL
142,DPF3
143,MPV17
144,MAN2A2
145,JARID2
146,IGF2BP2
147,DPM1
148,SARS
149,SH3PXD2B
150,MYBL2
151,CLASP1
152,UBTF
153,ACTN1
154,DCHS1
155,AXIN1
156,RTL8A
157,RIC8A
158,ATAD5
159,CORO1B
160,SVIL
161,SERPINE2
162,AGAP1
163,CPSF3
164,CCDC102B
165,COL27A1
166,SUCLG2
167,BACH2
168,CPM
169,PRIM2
170,KNL1
171,MAN1A1
172,APLP1
173,SCAI
174,AC073050.1
175,MKI67
176,MEOX2
177,ATP13A1
178,RPS16
179,PITPNC1
180,KIAA1958
181,KIF20B
182,NAXE
183,SLC4A8
184,RHBDD1
185,TIAM1
186,AHCYL2
187,SMTN
188,SNTB1
189,SH3GLB2
190,SREBF1
191,MSRB3
192,ZNF611
193,KANK2
194,YAP1
